country_id,date,cases,deaths,recoveries,tests,tests_units,death_rate,handwashing_facilities,hospital_beds_per_100k,source_id
4,27/05/2020,763,51,-1,-1,,109.135,-1.1,-1.1,0
4,28/05/2020,763,51,-1,-1,,109.135,-1.1,-1.1,0
4,29/05/2020,763,51,-1,-1,,109.135,-1.1,-1.1,0
4,30/05/2020,764,51,-1,-1,,109.135,-1.1,-1.1,0
185,31/12/2019,0,0,-1,-1,,317.84,-1.1,1.2,0
185,01/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,02/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,03/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,04/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,05/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,06/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,07/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,08/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,09/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,10/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,11/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,12/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,13/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,14/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,15/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,16/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,17/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
185,18/01/2020,0,0,-1,-1,,317.84,-1.1,1.2,0
